Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_20_20260327231857.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_19_20260327221231.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_15_20260327210606.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_14_20260327195941.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_13_20260327185315.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_12_20260327174650.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_4_20260327164027.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_2_20260327153359.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_18_20260327120051.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_17_20260327105425.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_16_20260327094800.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_11_20260327062843.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_10_20260327052217.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_9_20260327041551.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_8_20260327030927.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_7_20260327020303.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_6_20260327005639.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_5_20260326235014.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_3_20260326224350.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_1_20260326203102.raw
Q9JKV5	SCAM4_MOUSE	Scamp4	Secretory carrier-associated membrane protein 4	3	3	2.3479e+07	1.03084e+07	2.54049e+07	2.26795e+07	1.96486e+07	1.69978e+07	3.04053e+07	3.58626e+07	1.93912e+06	2.04668e+06		870677							507383	
Q9JKW0	AR6P1_MOUSE	Arl6ip1	ADP-ribosylation factor-like protein 6-interacting protein 1	5	5	5.53791e+06	4.95502e+06	1.57259e+06	3.29692e+06	1.54118e+06	1.42959e+06	1.54931e+06		589288	696920		980982		1.01802e+06						
Q9JKX4	AATF_MOUSE	Aatf	Protein AATF	5	5	303910	148549	206316	156128	76329.6	69096.8	241514	195704	53994.8		94719.4	86174.8							53994.8	
Q9JKX6	NUDT5_MOUSE	Nudt5	ADP-sugar pyrophosphatase	12	12	7.79201e+06	3.06933e+06	3.30427e+06	3.36164e+06	2.27849e+06	1.60415e+06	6.47376e+06	8.34755e+06	810128	1.38041e+06	1.06418e+06	1.46138e+06	805949	1.57428e+06	503418	264784	445462	1.08529e+06	1.69618e+06	1.47592e+06
Q9JKY0	CNOT9_MOUSE	Cnot9	CCR4-NOT transcription complex subunit 9	14	14	7.74702e+06	2.34146e+06	2.4322e+06	3.32539e+06	1.48819e+06	1.12177e+06	5.06769e+06	9.4056e+06	286922	877607	607307	873066	570806	1.10969e+06		225954	397113	577205	678836	762764
Q9JKY5	HIP1R_MOUSE	Hip1r	Huntingtin-interacting protein 1-related protein	62	59	9.17615e+07	4.65756e+07	5.93255e+07	6.77514e+07	4.67251e+07	3.75867e+07	1.00849e+08	1.18653e+08	1.13931e+07	1.70129e+07	1.60665e+07	2.50978e+07	1.44963e+07	2.34572e+07	1.175e+07	1.0861e+07	1.51685e+07	1.31317e+07	2.30761e+07	3.04536e+07
Q9JKZ2	SC5A3_MOUSE	Slc5a3	Sodium/myo-inositol cotransporter	4	4	18503.3	11241.2		4653.02	14841.6	10783.7	25134.1	58367.2											11899.1	
Q9JL04	FMN2_MOUSE	Fmn2	Formin-2	43	43	2.33744e+07	1.27113e+07	1.6787e+07	2.00969e+07	1.51508e+07	1.20994e+07	2.47955e+07	4.04763e+07	3.18911e+06	4.94648e+06	4.95134e+06	8.30195e+06	3.91277e+06	7.87966e+06	2.3426e+06	2.45637e+06	3.03069e+06	2.86711e+06	4.97792e+06	7.02419e+06
Q9JL15	LEG8_MOUSE	Lgals8	Galectin-8	7	7	3.47208e+06	1.22289e+06	1.02465e+06	2.25309e+06	2.04704e+06	1.25239e+06	1.38163e+06	546487	350028	527768	612007	922688	335083	871243	202605	240726	245832	492912	177985	478777
Q9JL19	NCOA6_MOUSE	Ncoa6	Nuclear receptor coactivator 6	14	14	614101	215841	396988	708203	449138	229000	694506	1.27908e+06	68661.4	115128	154750	162904	71375.8	166373	77334.3	75618.4	130678	95747.7	132272	181306
Q9JL26	FMNL1_MOUSE	Fmnl1	Formin-like protein 1	34	34	2.39168e+07	9.54081e+06	7.67499e+06	1.1825e+07	6.2251e+06	6.39338e+06	9.16417e+06	1.06285e+07	1.44366e+06	2.90655e+06	2.71257e+06	4.04922e+06	1.82901e+06	2.58774e+06	1.02807e+06	855574	678281	1.20266e+06	2.03872e+06	1.77177e+06
Q9JL35	HMGN5_MOUSE	Hmgn5	High mobility group nucleosome-binding domain-containing protein 5	7	7	1.62471e+07	6.64345e+06	1.61082e+07	9.08331e+06	1.1017e+07	9.68889e+06	1.7684e+07	4.61658e+07	2.17824e+06	2.98398e+06	2.18113e+06	3.79244e+06	2.33625e+06	2.97324e+06	1.50238e+06	2.35804e+06	2.00827e+06	907334	3.76916e+06	4.92218e+06
Q9JL56	GDE1_MOUSE	Gde1	Glycerophosphodiester phosphodiesterase 1	10	10	1.47177e+07	9.48131e+06	1.07128e+06	1.14586e+07	4.232e+06	5.03598e+06	2.30817e+06	2.61602e+06	3.25691e+06	1.47203e+06	2.18144e+06	3.64752e+06	1.77255e+06	6.63584e+06	174248	794339		226767	348259	718387
Q9JL60	GMEB1_MOUSE	Gmeb1	Glucocorticoid modulatory element-binding protein 1	5	3	4.46493e+06	5.78792e+06	2.44134e+06	9.00992e+06	3.55508e+06	5.30606e+06	4.50439e+06	1.34807e+07	2.29565e+06	6.5389e+06	3.14221e+06	6.11353e+06	2.22556e+06	2.81902e+06		2.61059e+06			3.05492e+06	4.84108e+06
Q9JL61	RFX5_MOUSE	Rfx5	DNA-binding protein Rfx5	22	22	6.44747e+06	2.20069e+06	5.75698e+06	4.97159e+06	4.75399e+06	4.7569e+06	4.0838e+06	4.51854e+06	881911	1.27994e+06	1.05707e+06	1.84363e+06	1.31538e+06	1.21807e+06	882185	613261	1.03744e+06	599876	894837	851629
Q9JL62	GLTP_MOUSE	Gltp	Glycolipid transfer protein	14	14	1.31812e+08	3.26746e+07	2.66116e+07	4.35114e+07	1.04101e+07	1.11042e+07	3.40157e+07	7.688e+07	5.63192e+06	1.47093e+07	7.00239e+06	8.13441e+06	8.78866e+06	2.20889e+07	1.74388e+06	1.22232e+06	2.20845e+06	8.50304e+06	7.41059e+06	1.58423e+07
Q9JLB0	PALS2_MOUSE	Pals2	Protein PALS2	44	41	9.90784e+07	4.33785e+07	2.83198e+07	5.29618e+07	3.26727e+07	2.84273e+07	5.45535e+07	4.84725e+07	1.0545e+07	1.79545e+07	1.7827e+07	2.30224e+07	1.0816e+07	1.84291e+07	4.31904e+06	4.35016e+06	5.25203e+06	1.20244e+07	1.56957e+07	1.25972e+07
Q9JLB2	PALS1_MOUSE	Pals1	Protein PALS1	20	20	2.56294e+06	1.27637e+06	1.14955e+06	1.18234e+06	1.05913e+06	731804	1.87607e+06	2.04025e+06	255747	392243	567768	669513	233967	419669	216414	244282	212282	361041	425349	292514
Q9JLB9	NECT3_MOUSE	Nectin3	Nectin-3	5	5	5.07057e+06	3.02993e+06	2.0379e+06	4.23266e+06	2.05883e+06	1.93735e+06	3.16959e+06	5.11067e+06	681375	1.13579e+06	562935	1.8506e+06	669617	1.24179e+06		444616		435301	485636	1.18893e+06
Q9JLC3	MSRB1_MOUSE	Msrb1	Methionine-R-sulfoxide reductase B1	2	2	10141.3	14782.4	12025.5			7915.79	6427.33	7279.38			11530.4				8106.4		7752.91	15481.1	19428.8	
Q9JLC4	SORC1_MOUSE	Sorcs1	VPS10 domain-containing receptor SorCS1	10	10	3.26079e+06	1.27474e+06	1.23271e+06	2.10232e+06	1.15327e+06	903660	1.49062e+06	1.92925e+06	615870	409549	419203	576966		589906				437809	249559	571730
Q9JLC6	TEF_MOUSE	Tef	Thyrotroph embryonic factor	5	5	854389	190899	469081	536250	548803	312675	760254	989288		87253.9	147221	126835	98018.1	82166.1	101436	66559.4	133139	82169.5	155150	183769
Q9JLC8	SACS_MOUSE	Sacs	Sacsin	74	74	2.2355e+07	6.98378e+06	2.33623e+06	5.20892e+06	2.10499e+06	3.83502e+06	2.86919e+06	3.49082e+06	772132	899815	809918	2.38993e+06	1.17346e+06	2.03269e+06	816477	361819	637689	587087	482753	1.06478e+06
Q9JLF6	TGM1_MOUSE	Tgm1	Protein-glutamine gamma-glutamyltransferase K	2	2				169364		342468		57623.2						831777						
Q9JLG8	CAN15_MOUSE	Capn15	Calpain-15	5	5	531437	225239	277404	331639	73154	111105	269467	632493	39439.5	102764	76084.5	99921.3	88411.2	86834.1		58303.1	63399.3	51596.1	72986.7	91355.4
Q9JLI6	SCLY_MOUSE	Scly	Selenocysteine lyase	15	15	1.93935e+07	8.08132e+06	4.4303e+06	1.19875e+07	5.12632e+06	4.11814e+06	9.81297e+06	9.11503e+06	1.57278e+06	3.84897e+06	2.55468e+06	3.11963e+06	2.60939e+06	3.46136e+06	488139	405203	843900	1.95918e+06	2.36798e+06	3.24067e+06
Q9JLI8	SART3_MOUSE	Sart3	Squamous cell carcinoma antigen recognized by T-cells 3	26	26	2.07458e+07	1.22225e+07	1.34821e+07	1.65594e+07	1.24853e+07	1.2976e+07	1.90717e+07	1.99065e+07	2.22378e+06	3.43906e+06	3.84039e+06	5.84523e+06	3.96356e+06	4.53332e+06	2.05678e+06	2.62633e+06	2.83255e+06	3.59093e+06	4.62834e+06	4.72558e+06
Q9JLJ0	LITAF_MOUSE	Litaf	Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog	1	1	2.66777e+07	6.70295e+06	8.47839e+06	1.71203e+07	7.23388e+06	8.91654e+06	1.1742e+07	1.43028e+07	957993	2.59596e+06	2.70645e+06	3.43308e+06	2.20465e+06	4.36997e+06	731715		834450	1.58318e+06	685132	1.67921e+06
Q9JLJ1	SELK_MOUSE	Selenok	Selenoprotein K	6	6	1.4965e+06	993321	867752	1.44099e+06	773553	875728	437133	476507	459017	188606	153666	382690	189893	421282	667996	223045	166831	465198	494552	36963.1
Q9JLJ2	AL9A1_MOUSE	Aldh9a1	4-trimethylaminobutyraldehyde dehydrogenase	34	34	5.35044e+07	1.80636e+07	1.56292e+07	2.7381e+07	1.6685e+07	1.20155e+07	2.83541e+07	3.04924e+07	3.96227e+06	9.03125e+06	6.62647e+06	7.68805e+06	4.28503e+06	9.02203e+06	1.95599e+06	1.58733e+06	2.97884e+06	3.84816e+06	7.17648e+06	6.26888e+06
Q9JLJ4	ELOV2_MOUSE	Elovl2	Elongation of very long chain fatty acids protein 2	1	1	2.22552e+06	1.99037e+06	2.8477e+06	1.88171e+06	3.21694e+06	2.34327e+06	3.32105e+06	2.33022e+06			202849	294618			269302		377266		451016	337804
Q9JLJ5	ELOV1_MOUSE	Elovl1	Elongation of very long chain fatty acids protein 1	1	1	454177	447472	148481	558333	294028	195146	309903	291722	138605	231327	394246	403784	199838	212945	56504.1	32219.3		82955.6	66519.9	116194
Q9JLL0	CRIM1_MOUSE	Crim1	Cysteine-rich motor neuron 1 protein	5	5	248444	95075	106895	102405	146764	93479.1	184794	428270		35722.4	55719.6		37498.3	47579.4		7268.35		77588.3	239213	88301.5
Q9JLL3	TNR19_MOUSE	Tnfrsf19	Tumor necrosis factor receptor superfamily member 19	4	4	311838		120544	188120			198281	236384												135664
Q9JLM4	ZMYM3_MOUSE	Zmym3	Zinc finger MYM-type protein 3	15	15	2.32198e+06	1.11615e+06	1.01652e+06	962056	1.67568e+06	1.02005e+06	1.74813e+06	1.45512e+06	471769	712106	926461	1.01808e+06	424836	653040	321914	289026	393467	216129	862423	470503
Q9JLM8	DCLK1_MOUSE	Dclk1	Serine/threonine-protein kinase DCLK1	52	49	2.13068e+08	1.0547e+08	1.07476e+08	1.23138e+08	1.10772e+08	9.88388e+07	8.64676e+07	7.74104e+07	3.26259e+07	4.22668e+07	5.37312e+07	5.52516e+07	2.46378e+07	4.98758e+07	1.84217e+07	1.5216e+07	2.13122e+07	2.01578e+07	4.50941e+07	2.53319e+07
Q9JLM9	GRB14_MOUSE	Grb14	Growth factor receptor-bound protein 14	9	9	3.08801e+06	735004	1.43959e+06	1.65026e+06	1.40618e+06	1.32938e+06	1.19551e+06	2.39718e+06	306601	595054	603856	653439	419155	536887	211106	270486	475954	303331	530460	392494
Q9JLN9	MTOR_MOUSE	Mtor	Serine/threonine-protein kinase mTOR	72	72	5.72904e+07	2.06537e+07	6.15748e+06	1.71119e+07	6.03996e+06	1.17555e+07	7.69506e+06	7.52685e+06	3.39211e+06	3.23912e+06	3.70326e+06	7.46722e+06	3.4887e+06	6.10884e+06	2.43792e+06	1.32681e+06	741298	1.34631e+06	1.64077e+06	2.84785e+06
Q9JLQ0	CD2AP_MOUSE	Cd2ap	CD2-associated protein	23	23	1.35721e+07	5.22288e+06	9.49519e+06	9.65652e+06	6.94786e+06	5.27918e+06	1.09756e+07	1.55967e+07	1.6579e+06	2.45281e+06	2.64551e+06	3.97772e+06	2.31401e+06	3.80537e+06	1.61742e+06	1.32863e+06	2.33672e+06	1.94315e+06	3.79238e+06	3.80374e+06
Q9JLQ2	GIT2_MOUSE	Git2	ARF GTPase-activating protein GIT2	18	18	3.43553e+06	1.54076e+06	1.30178e+06	2.11501e+06	1.4216e+06	1.3378e+06	931864	1.39164e+06	399649	798710	553751	781940	534812	797259	593696	132240	492925	391955	357306	523432
Q9JLR1	S61A2_MOUSE	Sec61a2	Protein transport protein Sec61 subunit alpha isoform 2	6	3	7.86602e+06	2.70731e+06	476212	3.65399e+06	1.50734e+06	1.07098e+06	1.34202e+06	558561	714622	939154	634764	749331	504632	645035						
Q9JLT4	TRXR2_MOUSE	Txnrd2	Thioredoxin reductase 2, mitochondrial	22	22	6.58267e+07	3.21443e+07	4.79139e+07	4.17951e+07	4.30543e+07	2.85454e+07	6.24789e+07	8.11679e+07	5.36439e+06	1.06249e+07	1.26606e+07	1.67554e+07	8.85092e+06	1.28386e+07	7.95565e+06	7.59905e+06	1.05376e+07	1.31301e+07	2.07062e+07	1.71514e+07
Q9JLV1	BAG3_MOUSE	Bag3	BAG family molecular chaperone regulator 3	24	24	6.64045e+06	2.55151e+06	4.72456e+06	5.27898e+06	4.16571e+06	3.42175e+06	6.88392e+06	1.36323e+07	692552	1.37014e+06	1.19867e+06	2.13881e+06	1.29387e+06	2.05398e+06	790478	566945	945276	641594	1.51001e+06	2.00924e+06
Q9JLV2	TP4AP_MOUSE	Trpc4ap	Short transient receptor potential channel 4-associated protein	2	2	409466	121585		295732	174927		243545			56564.3										
Q9JLV5	CUL3_MOUSE	Cul3	Cullin-3	48	48	5.28148e+07	2.25042e+07	3.17786e+07	2.51384e+07	2.67713e+07	2.10418e+07	2.86389e+07	2.63325e+07	5.34213e+06	7.39507e+06	9.9396e+06	1.02723e+07	4.17378e+06	6.0808e+06	4.40801e+06	4.08935e+06	5.78656e+06	5.94234e+06	8.98608e+06	7.06117e+06
Q9JLV6	PNKP_MOUSE	Pnkp	Bifunctional polynucleotide phosphatase/kinase	22	22	1.56903e+07	4.3728e+06	3.50998e+06	7.48445e+06	2.86556e+06	2.44684e+06	3.77025e+06	2.50825e+06	1.02036e+06	1.95712e+06	1.29349e+06	2.45594e+06	1.14199e+06	1.88534e+06	489219	162790	284325	499185	300057	663112
Q9JLY0	SOCS6_MOUSE	Socs6	Suppressor of cytokine signaling 6	4	4	130625	26503.1	99333.7	46422.5	56399.4	33826.1	135093	108248		47229.1	55342.2	52612.6							45348.9	
Q9JLY7	DUS14_MOUSE	Dusp14	Dual specificity protein phosphatase 14	7	7	1.81875e+06	790744	1.48979e+06	1.15645e+06	707787	607513	1.0369e+06	1.34424e+06	254259	242770	151587	308454		117395	201240		60005	201201	101973	182316
Q9JLZ3	AUHM_MOUSE	Auh	Methylglutaconyl-CoA hydratase, mitochondrial	27	27	1.78392e+08	6.36225e+07	8.62681e+07	9.48532e+07	8.07726e+07	6.18415e+07	9.55449e+07	7.28411e+07	1.55316e+07	3.28083e+07	3.50837e+07	4.64845e+07	1.62422e+07	2.23209e+07	1.53723e+07	1.23696e+07	1.71134e+07	2.40965e+07	2.61197e+07	2.38514e+07
Q9JM05	PIAS4_MOUSE	Pias4	E3 SUMO-protein ligase PIAS4	5	5	641112	277423	252619	606533	487320	333919	831641	947343		87042	169750	203961		87042		59571.8	165438	181697	235170	158812
Q9JM13	RABX5_MOUSE	Rabgef1	Rab5 GDP/GTP exchange factor	16	16	9.06133e+06	4.60579e+06	5.52215e+06	5.88214e+06	3.9954e+06	3.07001e+06	4.2177e+06	4.45198e+06	953629	2.16498e+06	1.94743e+06	2.30448e+06	913050	2.02335e+06	1.01695e+06	768100	1.41605e+06	882801	2.06365e+06	1.85437e+06
Q9JM14	NT5C_MOUSE	Nt5c	5'(3')-deoxyribonucleotidase, cytosolic type	9	9	8.68084e+07	3.44993e+07	4.47413e+07	5.22216e+07	2.92409e+07	2.66681e+07	6.01261e+07	1.0938e+08	8.2839e+06	1.51521e+07	1.0813e+07	1.4694e+07	6.94071e+06	1.95509e+07	5.81436e+06	2.03851e+06	5.64083e+06	6.19347e+06	1.31007e+07	2.35706e+07
Q9JM52	MINK1_MOUSE	Mink1	Misshapen-like kinase 1	65	49	1.53579e+08	6.97083e+07	1.38831e+08	1.24004e+08	1.2286e+08	1.00752e+08	1.65458e+08	2.36668e+08	2.13315e+07	3.54355e+07	3.90637e+07	5.09013e+07	2.28476e+07	5.27987e+07	1.4778e+07	2.07511e+07	3.41097e+07	2.30447e+07	4.82316e+07	4.09912e+07
Q9JM62	REEP6_MOUSE	Reep6	Receptor expression-enhancing protein 6	5	5	1.19754e+06	328566	256416	600344	160386	168667	318680	306003	69693.5	136921	79382.8	66052.3	93319.7	201631						
Q9JM63	KCJ10_MOUSE	Kcnj10	ATP-sensitive inward rectifier potassium channel 10	7	7	3.18683e+07	1.3963e+07	8.60757e+06	1.89072e+07	1.1789e+07	1.19733e+07	1.86448e+07	1.73445e+07	4.38903e+06	5.16111e+06	5.65348e+06	7.10244e+06	7.35139e+06	7.14628e+06	1.21035e+06	1.62602e+06	1.38184e+06	2.31465e+06	2.01195e+06	5.63179e+06
Q9JM73	SRF_MOUSE	Srf	Serum response factor	1	1								2.22415e+07						1.18918e+07						
Q9JM76	ARPC3_MOUSE	Arpc3	Actin-related protein 2/3 complex subunit 3	17	17	6.07284e+08	3.2231e+08	2.74843e+08	3.51515e+08	2.2425e+08	1.83087e+08	3.87268e+08	4.68432e+08	2.79732e+07	1.31804e+08	7.73844e+07	1.1219e+08	3.87107e+07	6.96494e+07	2.07145e+07	1.74066e+07	3.59779e+07	6.13865e+07	1.31733e+08	7.59714e+07
Q9JM93	AR6P4_MOUSE	Arl6ip4	ADP-ribosylation factor-like protein 6-interacting protein 4	7	7	3.91832e+06	1.82955e+06	3.78424e+06	3.97134e+06	3.02863e+06	2.34932e+06	3.25306e+06	6.61089e+06		626098		401715		631789			634307		441331	707720
Q9JM96	BORG4_MOUSE	Cdc42ep4	Cdc42 effector protein 4	20	19	2.35115e+07	1.21291e+07	1.77179e+07	1.59493e+07	1.54691e+07	1.19745e+07	2.13978e+07	2.39006e+07	2.5223e+06	4.00879e+06	4.54505e+06	5.93743e+06	2.76642e+06	3.93738e+06	4.65814e+06	3.08794e+06	4.94532e+06	3.94243e+06	5.2699e+06	5.5523e+06
Q9JM98	WRP73_MOUSE	Wrap73	WD repeat-containing protein WRAP73	3	3	27432	6727.79		12961.2	11159.3		10969.7			12591.1	7756.41	5260.11	5258.56	13454.4				7813.34		11585.2
Q9JMA1	UBP14_MOUSE	Usp14	Ubiquitin carboxyl-terminal hydrolase 14	25	25	1.42662e+08	4.371e+07	5.38821e+07	6.84903e+07	4.00622e+07	2.99618e+07	7.74907e+07	8.92219e+07	1.15484e+07	2.41516e+07	1.8498e+07	1.5981e+07	1.02771e+07	1.14114e+07	3.85804e+06	4.63194e+06	4.29574e+06	9.54272e+06	1.31564e+07	1.30228e+07
Q9JMA2	TGT_MOUSE	Qtrt1	Queuine tRNA-ribosyltransferase catalytic subunit 1	12	12	1.58882e+07	4.9381e+06	3.08439e+06	7.01284e+06	4.58239e+06	3.90342e+06	3.14068e+06	3.58327e+06	1.23405e+06	2.06425e+06	1.21839e+06	1.73216e+06	952153	2.40168e+06	372918	199517	379390	365800	1.08423e+06	868812
Q9JMB8	CNTN6_MOUSE	Cntn6	Contactin-6	11	11	1.11997e+06	511396	349844	648092	374566	374071	852678	1.92554e+06	130539	183605	154241	241376	108562	278158				101328	214511	164737
Q9JMC3	DNJA4_MOUSE	Dnaja4	DnaJ homolog subfamily A member 4	28	28	2.09864e+07	6.616e+06	1.453e+07	1.1309e+07	8.1103e+06	7.16262e+06	1.105e+07	8.64258e+06	2.21103e+06	3.50317e+06	4.42466e+06	3.26862e+06	1.39302e+06	2.91284e+06	2.63456e+06	2.38892e+06	3.24801e+06	1.76403e+06	3.89376e+06	2.67159e+06
Q9JMC8	E41LB_MOUSE	Epb41l4b	Band 4.1-like protein 4B	7	7	1.78653e+06	1.68459e+06	1.20518e+06	1.19982e+06	1.59487e+06	1.26899e+06	1.1295e+06	1.23139e+06	179353	306263	600618	791002	293163	212291	76100.3	124660	147262	231583	609646	223733
Q9JMD0	ZN207_MOUSE	Znf207	BUB3-interacting and GLEBS motif-containing protein ZNF207	8	8	1.23178e+07	1.02736e+07	5.9039e+06	4.82292e+06	4.34838e+06	4.80801e+06	5.22423e+06	2.39327e+07	842653	2.30022e+06	2.24677e+06	2.67994e+06	1.43084e+06	1.60665e+06	2.08613e+06	1.16688e+06	2.08866e+06	1.91593e+06	3.2905e+06	4.06342e+06
Q9JMD3	STA10_MOUSE	Stard10	START domain-containing protein 10	8	8	1.99563e+07	7.15247e+06	7.60922e+06	1.07177e+07	6.70622e+06	5.91989e+06	8.92442e+06	9.92026e+06	1.42614e+06	3.09959e+06	3.61584e+06	3.24203e+06	1.85421e+06	3.80036e+06	659879	1.01178e+06	1.02213e+06	2.22267e+06	3.28813e+06	2.4405e+06
Q9JME2	CHSTB_MOUSE	Chst11	Carbohydrate sulfotransferase 11	2	2	1.80319e+06	465728	1.9068e+06	1.05446e+06	1.02637e+06	968960	1.57157e+06	991177	184621	259480	482010	591504	125241	324406	100327	117050	386083	169856	336298	276752
Q9JME5	AP3B2_MOUSE	Ap3b2	AP-3 complex subunit beta-2	66	57	2.19838e+08	9.58003e+07	4.75288e+07	9.64385e+07	5.65964e+07	5.65961e+07	8.02367e+07	7.15704e+07	1.69921e+07	2.64175e+07	3.04038e+07	3.78207e+07	1.59389e+07	2.91842e+07	1.01849e+07	1.06037e+07	7.03629e+06	1.33839e+07	1.83848e+07	1.68708e+07
Q9JME7	TPC2L_MOUSE	Trappc2l	Trafficking protein particle complex subunit 2-like protein	4	4	815630	475443	186045	395741	350386	219948	635889	785814	66650.4	138056	149871	179934	54389.7	110817	174941	55860.3	89153.1	118044	311540	113824
Q9JME9	VTM2B_MOUSE	Vstm2b	V-set and transmembrane domain-containing protein 2B	2	2				1547.31	2549.34		7439.58	5476.14				3054.76								
Q9JMF3	GBG13_MOUSE	Gng13	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13	6	6	3.67778e+07	7.96018e+06	9.78596e+06	1.17147e+07	4.10991e+06	5.28731e+06	6.04884e+06	2.69244e+07	1.47536e+06	2.81336e+06	3.33112e+06	1.65794e+06	947426	2.56751e+06	958546			687625	930323	940354
Q9JMG1	EDF1_MOUSE	Edf1	Endothelial differentiation-related factor 1	16	16	4.9904e+07	3.0352e+07	7.98608e+07	4.20069e+07	5.81918e+07	4.61536e+07	6.45896e+07	6.70362e+07	1.34434e+07	1.51354e+07	1.80493e+07	2.42094e+07	1.14215e+07	1.69256e+07	1.87575e+07	1.52248e+07	2.4741e+07	1.59382e+07	2.28244e+07	2.04194e+07
Q9JMG3	TMUB1_MOUSE	Tmub1	Transmembrane and ubiquitin-like domain-containing protein 1	8	8	4.81052e+06	3.57618e+06	2.43154e+06	4.29609e+06	2.72031e+06	2.70671e+06	4.75872e+06	8.01104e+06	510029	1.06057e+06	878564	1.79247e+06	927420	1.86916e+06	563520	117125	197908	493153	689842	1.49159e+06
Q9JMG7	HDGR3_MOUSE	Hdgfl3	Hepatoma-derived growth factor-related protein 3	10	10	2.35644e+08	1.81112e+08	3.16852e+08	2.91688e+08	2.90231e+08	2.22789e+08	4.33405e+08	7.35443e+08	4.39357e+07	9.31529e+07	9.7625e+07	1.36604e+08	8.83098e+07	1.35829e+08	7.48283e+07	6.60537e+07	1.20264e+08	1.08533e+08	1.83627e+08	1.61307e+08
Q9JMH3	NEUR2_MOUSE	Neu2	Sialidase-2	2	2	268765	65605.7	86074.2	178030	75776.6		108107	85632.4	44444.8		40608	46646.8				24239				
Q9JMH6	TRXR1_MOUSE	Txnrd1	Thioredoxin reductase 1, cytoplasmic	28	26	4.65622e+07	2.04271e+07	1.4909e+07	2.72013e+07	2.05903e+07	1.4235e+07	3.29545e+07	2.84827e+07	5.47098e+06	9.29291e+06	9.928e+06	1.55537e+07	6.80805e+06	1.03531e+07	2.68053e+06	3.18548e+06	2.94443e+06	7.50795e+06	9.31815e+06	9.29046e+06
Q9JMH7	NEUR3_MOUSE	Neu3	Sialidase-3	4	4	1.35759e+06	450268	392409	540525	448312	315574	422304	467031	171772					175139						
Q9JMH9	MY18A_MOUSE	Myo18a	Unconventional myosin-XVIIIa	119	119	1.19326e+08	6.24879e+07	5.11762e+07	5.96196e+07	4.62328e+07	5.89661e+07	6.75774e+07	7.73462e+07	1.02776e+07	1.2837e+07	1.39562e+07	2.77339e+07	1.16274e+07	2.03839e+07	1.05311e+07	9.41611e+06	8.18586e+06	8.59505e+06	1.26236e+07	2.08874e+07
Q9JMK2	KC1E_MOUSE	Csnk1e	Casein kinase I isoform epsilon	13	13	5.64866e+07	3.24135e+07	3.46409e+07	4.14308e+07	4.44932e+07	5.0111e+07	4.79109e+07	3.1409e+07	1.00384e+07	1.31157e+07	1.79253e+07	2.02792e+07	1.17244e+07	1.80938e+07	6.32922e+06	8.04242e+06	8.75842e+06	7.92697e+06	8.2856e+06	1.41393e+07
Q9NWG9	MAGH1_MOUSE	Mageh1	Melanoma-associated antigen H1	2	2	625445	498079	421674	497639	386719	282710	406705	289916	166069	139825	198232	182446	172042	213451	96045.6		75800	93223.5	138736	
Q9QUG2	POLK_MOUSE	Polk	DNA polymerase kappa	2	2	209517	98478.6	255024		73478.1		81154.8	101758		54091										115377
