Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_20_20260327231857.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_19_20260327221231.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_15_20260327210606.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_14_20260327195941.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_13_20260327185315.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_12_20260327174650.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_4_20260327164027.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_2_20260327153359.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_18_20260327120051.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_17_20260327105425.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_16_20260327094800.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_11_20260327062843.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_10_20260327052217.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_9_20260327041551.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_8_20260327030927.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_7_20260327020303.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_6_20260327005639.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_5_20260326235014.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_3_20260326224350.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_1_20260326203102.raw
Q7TQE6	MACOI_MOUSE	Maco1	Macoilin	29	29	2.61839e+06	1.13104e+06	2.93704e+06	1.96832e+06	1.9595e+06	1.33414e+06	3.66687e+06	3.89757e+06	323382	477348	732483	858322	428305	679447	430224	455441	620867	748366	1.28798e+06	940658
Q7TQF2	FBX10_MOUSE	Fbxo10	F-box only protein 10	2	2	24703.5	19315	17152.6	19000.6	24154.3	13319	19314.4	18840.3	5028.96	5376.66	13254.7	7652.24	5256.27	8723.06				8331.11	11220.9	
Q7TQF7	AMPH_MOUSE	Amph	Amphiphysin	40	40	7.33182e+08	4.36979e+08	3.13093e+08	4.42312e+08	2.416e+08	2.25377e+08	4.33086e+08	8.14039e+08	1.0042e+08	1.97783e+08	1.44096e+08	2.14901e+08	1.34538e+08	2.12734e+08	6.66817e+07	4.31006e+07	4.33619e+07	7.82945e+07	1.0929e+08	1.9607e+08
Q7TQG1	PKHA6_MOUSE	Plekha6	Pleckstrin homology domain-containing family A member 6	47	47	1.58683e+07	7.69563e+06	8.16223e+06	1.01013e+07	9.67996e+06	9.29778e+06	1.14612e+07	1.33358e+07	2.09203e+06	2.17097e+06	3.01385e+06	4.27426e+06	2.36379e+06	3.29646e+06	1.84795e+06	2.05754e+06	2.2482e+06	2.59534e+06	2.96311e+06	3.95831e+06
Q7TQH0	ATX2L_MOUSE	Atxn2l	Ataxin-2-like protein	49	47	4.64837e+07	2.29559e+07	4.12809e+07	3.82248e+07	3.42464e+07	2.4909e+07	5.10122e+07	7.98238e+07	6.56379e+06	1.01659e+07	1.34212e+07	1.52632e+07	8.09881e+06	1.17377e+07	8.5495e+06	6.33326e+06	1.17214e+07	9.52665e+06	1.53965e+07	1.60185e+07
Q7TQI3	OTUB1_MOUSE	Otub1	Ubiquitin thioesterase OTUB1	11	11	6.15079e+08	1.95666e+08	2.46657e+08	3.1019e+08	1.68982e+08	1.43321e+08	3.68993e+08	6.43927e+08	3.31962e+07	9.09163e+07	7.98921e+07	9.42876e+07	5.92725e+07	1.01658e+08	4.01096e+07	2.10053e+07	3.20856e+07	6.80974e+07	1.20765e+08	1.19703e+08
Q7TQJ8	WTIP_MOUSE	Wtip	Wilms tumor protein 1-interacting protein	4	4	39634.2	19076.5	52404.8	48280.1	40610.7	30758.8	44682.8	53941.6			9812.79	18350.9	7725.33	19039.1		14882.8	14453.3		24017.6	18203.7
Q7TQK0	CCNT2_MOUSE	Ccnt2	Cyclin-T2	9	9	1.94497e+06	628152	731880	2.00282e+06	1.74067e+06	1.66094e+06	995441	684578	300667	369392	486768	546317	295812	496244				98724.1		205634
Q7TQK1	INT7_MOUSE	Ints7	Integrator complex subunit 7	7	7	135888	96691.1	63936.8	135420	125621	119211	83438	132556		25583.8	39501.6	74449.8	18863.6	93555.8	27269.4	29002.5	31060.5	27595.8	34514.6	39003.5
Q7TQK4	EXOS3_MOUSE	Exosc3	Exosome complex component RRP40	5	5	291706	156387	130896	190435	124383	129989	145824	194257		99410.9	87889.4	182454		148939			95745.7		88240.4	
Q7TQK5	CCD93_MOUSE	Ccdc93	Coiled-coil domain-containing protein 93	27	27	2.70883e+07	1.39359e+07	2.20772e+07	1.67358e+07	2.30296e+07	1.32317e+07	1.88056e+07	1.7726e+07	3.92587e+06	4.54221e+06	7.5867e+06	8.31544e+06	3.06688e+06	4.40504e+06	2.39584e+06	3.20105e+06	2.59096e+06	3.18986e+06	4.07582e+06	3.72724e+06
Q7TQN3	WFKN2_MOUSE	Wfikkn2	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2	1	1			248888		154672	96826.4	112275							26972.5		16409.1				
Q7TS68	NSUN6_MOUSE	Nsun6	tRNA (cytosine(72)-C(5))-methyltransferase NSUN6	17	17	3.9313e+06	1.64208e+06	2.22529e+06	1.87903e+06	1.76402e+06	918780	3.20425e+06	3.02586e+06	399189	709374	821686	700412	304422	608830	588406	238741	790376	775310	1.15882e+06	1.02659e+06
Q7TS72	IP3KC_MOUSE	Itpkc	Inositol-trisphosphate 3-kinase C	4	4	2.34944e+06	649384	315215	1.53004e+06	442538		845230	601508	299540		319002			296748						
Q7TS75	AMER1_MOUSE	Amer1	APC membrane recruitment protein 1	2	2		1387.82	5723.51	1784.2	2156.09		14529	18564.1		1577.48		1357				673.247		1276.74	7372.89	6925.6
Q7TSC1	PRC2A_MOUSE	Prrc2a	Protein PRRC2A	83	83	4.24468e+07	2.37205e+07	3.59926e+07	4.09835e+07	5.58612e+07	3.95839e+07	5.22537e+07	7.4753e+07	7.29596e+06	7.44876e+06	1.20155e+07	1.2779e+07	6.40057e+06	9.01542e+06	5.96125e+06	6.19827e+06	8.75273e+06	5.554e+06	1.13567e+07	1.16724e+07
Q7TSE6	ST38L_MOUSE	Stk38l	Serine/threonine-protein kinase 38-like	10	8	3.91642e+06	1.957e+06	824863	2.90992e+06	1.46072e+06	1.38051e+06	1.48796e+06	1.49248e+06	395299	354099	444714	469360	392283	795416	201394			224471	274936	450868
Q7TSF1;Q61495	DSG1A_MOUSE;DSG1B_MOUSE	Dsg1a;Dsg1b	Desmoglein-1-alpha	1	0	24957.3																			
Q7TSF4	LR75A_MOUSE	Lrrc75a	Leucine-rich repeat-containing protein 75A	14	14	3.04226e+07	1.08134e+07	1.21698e+07	1.34298e+07	4.849e+06	5.22166e+06	8.24723e+06	7.68726e+06	1.20591e+06	2.47997e+06	1.40989e+06	4.52066e+06	1.6519e+06	2.06074e+06	423439	831797	902420	802736	1.54052e+06	1.37352e+06
Q7TSG1	CE120_MOUSE	Cep120	Centrosomal protein of 120 kDa	7	7	43095.1		27147.7	48002.6	36343.2	32104.9	63655	71893.4		11487.1	18909.6	19591.5		16427.2				13585.4	11443	14749.9
Q7TSG2	CTDP1_MOUSE	Ctdp1	RNA polymerase II subunit A C-terminal domain phosphatase	24	24	2.72747e+06	1.4183e+06	1.82271e+06	1.99147e+06	1.36535e+06	1.19958e+06	2.96748e+06	4.1067e+06	581137	722103	603348	787800	548075	983663	475188	445588	544243	443093	777942	1.02036e+06
Q7TSH2	KPBB_MOUSE	Phkb	Phosphorylase b kinase regulatory subunit beta	17	17	1.8506e+07	6.65045e+06	4.00904e+06	8.96138e+06	4.30811e+06	4.55646e+06	5.42708e+06	5.20952e+06	1.08552e+06	2.00554e+06	1.56033e+06	2.59705e+06	1.21608e+06	2.62695e+06	621191	384571	645821	506339	813689	1.07188e+06
Q7TSH3	ZN516_MOUSE	Znf516	Zinc finger protein 516	5	5	191456	68386.9	141498	99143.3	66167.6	118807	90514.6	177448			42437.1	40303.6	41494.6				19362.5			
Q7TSH4	CP110_MOUSE	Ccp110	Centriolar coiled-coil protein of 110 kDa	40	40	1.28059e+07	6.43376e+06	7.97528e+06	7.31388e+06	6.84763e+06	8.11388e+06	5.75935e+06	7.43211e+06	1.66194e+06	2.14316e+06	2.40903e+06	2.6256e+06	1.68843e+06	2.61442e+06	1.39436e+06	1.1873e+06	1.71291e+06	1.25564e+06	2.04276e+06	1.70894e+06
Q7TSH6	SCAF4_MOUSE	Scaf4	SR-related and CTD-associated factor 4	8	8	1.2232e+06	1.40867e+06	1.39307e+06	1.37239e+06	1.25392e+06	1.06615e+06	2.21922e+06	3.41644e+06	444411	762797	739392	826202	515898	967589	245115	114396	225792	464346	533974	1.34616e+06
Q7TSH7	KCNF1_MOUSE	Kcnf1	Potassium voltage-gated channel subfamily F member 1	2	2	231522	47048.2	348237	231288	126140	200672	338315	1.01498e+06		49207.8							46568.5		93441.6	123202
Q7TSH8	TMM94_MOUSE	Tmem94	Transmembrane protein 94	12	12	5.04803e+06	3.34195e+06	1.12396e+06	4.5976e+06	1.74038e+06	1.64347e+06	2.2706e+06	2.33978e+06	585236	592675	663961	1.32758e+06	845223	1.5599e+06	422618	412414	435643	617164	656550	979136
Q7TSI0	ZNF12_MOUSE	Znf12	Zinc finger protein 12	1	1	3.2336e+07				1.59853e+07	1.78965e+07				4.35184e+06										
Q7TSI1	PKHM1_MOUSE	Plekhm1	Pleckstrin homology domain-containing family M member 1	4	4	114903	13252.9	58787.5	67107.9	42165.7	37057.8	40775.8	95682.8		19053.6		32458	27930.1						35639.1	
Q7TSI3	PP6R1_MOUSE	Ppp6r1	Serine/threonine-protein phosphatase 6 regulatory subunit 1	14	14	7.89431e+06	3.24603e+06	3.17792e+06	5.56172e+06	2.84815e+06	2.94749e+06	7.20309e+06	2.4047e+07	689333	868938	742618	1.26368e+06	840027	1.9988e+06	784473	527647	733023	451213	1.36705e+06	2.17125e+06
Q7TSJ2	MAP6_MOUSE	Map6	Microtubule-associated protein 6	121	121	2.20401e+09	1.2211e+09	2.01987e+09	2.01519e+09	1.94918e+09	2.00606e+09	2.1628e+09	3.85991e+09	3.92424e+08	4.85624e+08	6.49729e+08	8.56771e+08	4.67047e+08	6.16218e+08	5.85087e+08	4.52539e+08	7.38441e+08	6.26044e+08	8.16151e+08	9.61245e+08
Q7TSJ6	LATS2_MOUSE	Lats2	Serine/threonine-protein kinase LATS2	2	2	211410	104161	132266	168593	98025.5	69069.9	136199	210558	29767.2		65098.2	30320.5		56578.8						
Q7TSK2	SEZ6_MOUSE	Sez6	Seizure protein 6	6	6	1.18827e+06	719337	598005	896617	515469	617370	968531	4.07609e+06	171533	284410	260793	299199	214119	348777		201028	171341	291070	1.14067e+06	293617
Q7TSK3	PCDH8_MOUSE	Pcdh8	Protocadherin-8	5	5	467674	496454	551014	703735	1.03537e+06	1.05955e+06	1.47855e+06	2.08241e+06		245543	304165	220063	302626	439374			402047	514176	614414	246345
Q7TSQ8	PDPR_MOUSE	Pdpr	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial	26	26	1.14012e+07	3.51962e+06	2.95748e+06	6.08188e+06	3.16879e+06	2.83364e+06	5.27588e+06	4.05973e+06	997774	1.64267e+06	1.47629e+06	1.66745e+06	887211	2.31591e+06	525440	363144	464379	910845	1.35847e+06	1.11412e+06
Q7TSS2	UB2Q1_MOUSE	Ube2q1	Ubiquitin-conjugating enzyme E2 Q1	9	7	656975	473273	405680	367336	279832	214230	926374	1.07521e+06	111636	177976	208563	172040	101037	174431	148799	95470.1	129022	187698		141713
Q7TST3	SAM10_MOUSE	Samd10	Sterile alpha motif domain-containing protein 10	3	3	2.7288e+06	1.41228e+06	748645	2.12255e+06	1.27426e+06	1.36443e+06	1.44701e+06	948810	329298	523538	537155	748146	229174	560829	138085	124496	113346	257510	352115	461131
Q7TSU7	KIRR2_MOUSE	Kirrel2	Kin of IRRE-like protein 2	4	4	29605	27697.1	24813.4	57585.6	32478.1		17868.2	37088			15993.5			25274						10143.4
Q7TSV4	PGM2_MOUSE	Pgm2	Phosphoglucomutase-2	10	10	2.0647e+06	818891	277180	1.11049e+06	521638	477505	683673	883074		121698		192184	139206	179973						
Q7TSV9	ENKD1_MOUSE	Enkd1	Enkurin domain-containing protein 1	11	11	982931	464275	1.05423e+06	747244	1.1737e+06	1.04938e+06	923093	519393	200769	336120	292184	470779	242477	297098	121001	184504	251699	210871	277829	253492
Q7TSY6	CELF4_MOUSE	Celf4	CUGBP Elav-like family member 4	14	11	3.02891e+07	1.14102e+07	2.34257e+07	2.05938e+07	1.75285e+07	8.47209e+06	3.96051e+07	4.5696e+07	2.5935e+06	6.13858e+06	6.72781e+06	7.24531e+06	3.4155e+06	4.99392e+06	3.099e+06	2.45479e+06	5.38302e+06	4.0403e+06	1.3508e+07	7.69131e+06
Q7TSZ8	NACC1_MOUSE	Nacc1	Nucleus accumbens-associated protein 1	7	7	761870	691429	172504	375550	217656	239985	405296	650932	86140.3	72729.8	160482	206827		102863	209601		158636	125712	158610	
Q7TT00	SP20H_MOUSE	Supt20h	Transcription factor SPT20 homolog	4	4	1.46488e+06	502994	469111	816344	834912	511222	590483	572020		310532	148173	505282	136444	282423			296784	145126	213100	202575
Q7TT15	GLT17_MOUSE	Galnt17	Polypeptide N-acetylgalactosaminyltransferase 17	9	9	2.65488e+06	1.65686e+06	1.559e+06	1.59357e+06	1.28174e+06	1.21877e+06	1.81837e+06	2.92401e+06	514566	649302	349308	1.33897e+06	303719	645936	195955	314918	356196	218221	971842	585204
Q7TT16	IPMK_MOUSE	Ipmk	Inositol polyphosphate multikinase	3	3	1.19083e+06	429887	725072	900530	990988	777591	744256	1.19177e+06	277876	253253	243529	370934	164263	211856					355992	235868
Q7TT18	MCAF1_MOUSE	Atf7ip	Activating transcription factor 7-interacting protein 1	11	11	2.70494e+06	1.07072e+06	1.09263e+06	1.63268e+06	1.13137e+06	847323	1.56644e+06	3.53376e+06	305170	584530	461821	785607	348336	516052	219883	461601	335199	362046	672650	816971
Q7TT23	DAAF9_MOUSE	Dnaaf9	Dynein axonemal assembly factor 9	5	5	110271	31163.6	17188.8	39715.8	12083.6	24637	35982.3	26136.3		12931.6				18133.9	7035.69					
Q7TT28	REXO1_MOUSE	Rexo1	RNA exonuclease 1 homolog	14	14	3.4065e+06	1.84073e+06	1.78794e+06	1.65024e+06	1.93417e+06	1.46878e+06	2.19813e+06	2.35074e+06	425039	623599	515177	765958	652082	600253	444012	543928	540505	563436	655270	655439
Q7TT36	AGRA3_MOUSE	Adgra3	Adhesion G protein-coupled receptor A3	6	6	4.32878e+06	3.0855e+06	352784	4.82959e+06	3.1524e+06	443950	2.26446e+06	5.03767e+06	887968		825490	1.46806e+06	611787	1.05526e+06	323485			501716	442677	1.19014e+06
Q7TT37	ELP1_MOUSE	Elp1	Elongator complex protein 1	31	31	1.55635e+07	6.31136e+06	2.93258e+06	8.04677e+06	3.41594e+06	2.94615e+06	6.29952e+06	7.20707e+06	1.27719e+06	1.90775e+06	1.9985e+06	2.03377e+06	1.12857e+06	2.14162e+06	402984	665272	514974	676040	1.29807e+06	1.62653e+06
Q7TT45	RRAGD_MOUSE	Rragd	Ras-related GTP-binding protein D	2	2	318656	214332		62196.7		253519	235282	196069	56322	119726	89465.7	79705.1	97739.3	150617				68207.2		108825
Q7TT50	MRCKB_MOUSE	Cdc42bpb	Serine/threonine-protein kinase MRCK beta	71	64	8.07845e+07	4.71608e+07	3.67813e+07	4.32786e+07	3.06754e+07	3.05704e+07	5.79964e+07	6.83685e+07	9.15598e+06	1.1584e+07	1.13e+07	1.97387e+07	9.83591e+06	1.58995e+07	8.37569e+06	8.51604e+06	9.39717e+06	7.52936e+06	1.40234e+07	1.62957e+07
Q7TT79	MCPH1_MOUSE	Mcph1	Microcephalin	1	1	8747.34							2535.04												
Q80SU7	GVIN1_MOUSE	Gvin1	Interferon-induced very large GTPase 1	2	2	1.07131e+06	344374	268252	557885	352013	301939	287597	362638		121826			94830.6	292154						148622
Q80SW1	SAHH2_MOUSE	Ahcyl1	S-adenosylhomocysteine hydrolase-like protein 1	22	22	1.25262e+08	6.7474e+07	4.51583e+07	6.39885e+07	4.48201e+07	3.56271e+07	7.69057e+07	1.02275e+08	9.40388e+06	2.12103e+07	1.65803e+07	1.80009e+07	1.0682e+07	1.63254e+07	1.05035e+07	3.45045e+06	3.68091e+06	5.11692e+06	8.82874e+06	1.53016e+07
Q80SY4	MIB1_MOUSE	Mib1	E3 ubiquitin-protein ligase MIB1	25	24	2.71769e+06	1.38858e+06	1.16959e+06	1.47077e+06	1.35149e+06	1.05621e+06	2.17238e+06	2.41645e+06	534816	606816	739702	768853	385610	839358	492964	249170	441568	627391	632968	716072
Q80SY5	PR38B_MOUSE	Prpf38b	Pre-mRNA-splicing factor 38B	2	2	1.5191e+07	2.46913e+06	6.3e+06	6.71574e+06	4.4254e+06	3.83885e+06	9.61743e+06	1.23411e+07											597682	229155
Q80SY6	ADAL_MOUSE	Adal	Adenosine deaminase-like protein	4	4	2.15678e+06	267070	766376	714456	465881	266637	1.07885e+06	1.2655e+06	80397.5	267211	165400	152840	149477	136853		83813	169668	159220	496754	368971
Q80SZ7	GBG5_MOUSE	Gng5	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5	7	7	1.77273e+08	1.36133e+08	1.58456e+08	8.65999e+07	9.40335e+07	7.17002e+07	1.09701e+08	1.50799e+08	3.47259e+07	6.03532e+07	5.97341e+07	7.43016e+07	3.63296e+07	5.03974e+07	3.40134e+07	3.00629e+07	5.44123e+07	7.22288e+07	8.68379e+07	5.15611e+07
Q80T21	ATL4_MOUSE	Adamtsl4	ADAMTS-like protein 4	1	1					1541.58	2919.93	4455.21	4362.72	1537.17					5324.51						
Q80T23	SYTL5_MOUSE	Sytl5	Synaptotagmin-like protein 5	11	10	314659	158983	492478	317755	431286	193835	337714	479934	105484	105901	143526	124942	102723	114235		110700	115366	63684.8	158860	
Q80T41	GABR2_MOUSE	Gabbr2	Gamma-aminobutyric acid type B receptor subunit 2	34	34	1.60631e+08	9.71263e+07	4.87865e+07	1.13097e+08	6.44659e+07	6.09955e+07	7.77426e+07	8.25772e+07	1.87886e+07	2.22047e+07	2.00753e+07	2.64877e+07	1.44691e+07	2.36899e+07	6.91493e+06	5.48348e+06	3.23076e+06	4.28765e+06	8.72381e+06	1.36624e+07
Q80T62	GP101_MOUSE	Gpr101	Probable G-protein coupled receptor 101	2	2								10317												
Q80T69	RSBN1_MOUSE	Rsbn1	Lysine-specific demethylase 9	9	9	1.50214e+06	1.10477e+06	867426	1.64359e+06	1.9021e+06	1.22828e+06	1.06854e+06	901766	214656	451838	412262	691727	237011	719607				276888	335495	322543
Q80T74	KLH29_MOUSE	Klhl29	Kelch-like protein 29	3	3	549448	378091	270553	507125	272174	225271	457343	1.11062e+06				153498	63187.6	148118		95508.8	70500.5	116187		128314
Q80T79	CSMD3_MOUSE	Csmd3	CUB and sushi domain-containing protein 3	12	12	358614	120514	94618.9	196140	137955	152465	145618	189309	31334.4	54173.1	93602.4	76152.3	41258.7	157079					62954.3	
Q80T85	DCAF5_MOUSE	Dcaf5	DDB1- and CUL4-associated factor 5	13	13	1.72572e+06	711617	455205	923986	772166	824338	658408	1.00761e+06	143592	255729	252981	399043	280884	401314	146909	69761.7	95547.7	134676	75617	231467
Q80TA1	EPT1_MOUSE	Selenoi	Ethanolaminephosphotransferase 1	2	2	372286	62265.1		168824	24870.7		41844.9	24948.5	27276.4	81155.5	25261.8	61839.9	35481.9	54744.1						
Q80TA6	MTMRC_MOUSE	Mtmr12	Myotubularin-related protein 12	24	24	2.43295e+07	8.30448e+06	9.04645e+06	1.2457e+07	8.38837e+06	6.96877e+06	1.0131e+07	9.70411e+06	1.81767e+06	3.16566e+06	3.51594e+06	4.57898e+06	1.5413e+06	4.06837e+06	430561	1.04368e+06	580646	1.19679e+06	1.50359e+06	1.52442e+06
Q80TA9	EPG5_MOUSE	Epg5	Ectopic P granules protein 5 homolog	21	21	2.41003e+06	901595	511065	833583	375446	442171	854767	958568	128826	229700	207082	355121	194120	229111	173217	115990		201886	236028	220344
Q80TB8	VAT1L_MOUSE	Vat1l	Synaptic vesicle membrane protein VAT-1 homolog-like	22	22	4.48902e+07	1.4799e+07	3.42379e+07	2.22928e+07	1.92292e+07	1.13228e+07	4.59811e+07	7.85705e+07	6.73496e+06	6.98377e+06	1.12127e+07	7.77673e+06	4.3265e+06	9.42178e+06	2.03278e+06	1.40733e+06	5.88888e+06	3.56986e+06	1.24753e+07	6.4941e+06
Q80TE0	RPAP1_MOUSE	Rpap1	RNA polymerase II-associated protein 1	19	19	5.03947e+06	2.1054e+06	1.83346e+06	3.15318e+06	2.38875e+06	1.94528e+06	3.03093e+06	2.63255e+06	526516	764692	596394	1.11994e+06	695313	1.05672e+06	507962	518764	722221	475701	779329	969388
Q80TE4	SI1L2_MOUSE	Sipa1l2	Signal-induced proliferation-associated 1-like protein 2	24	24	3.75738e+06	1.41368e+06	941242	1.95042e+06	1.02025e+06	1.25488e+06	1.17058e+06	1.45666e+06	196766	451952	369327	715626	331922	686894	216089	138884	159224	320465	294707	115114
Q80TE7	LRRC7_MOUSE	Lrrc7	Leucine-rich repeat-containing protein 7	102	101	9.29084e+07	3.80672e+07	7.18212e+07	6.64111e+07	5.54256e+07	4.20429e+07	8.22071e+07	1.15008e+08	7.80323e+06	1.79401e+07	1.64999e+07	2.2629e+07	8.57369e+06	1.8202e+07	7.78258e+06	7.07802e+06	1.20697e+07	9.09652e+06	2.06654e+07	1.71182e+07
Q80TF3	PCD19_MOUSE	Pcdh19	Protocadherin-19	13	13	5.08689e+06	2.52056e+06	5.92711e+06	4.87613e+06	4.32089e+06	3.68078e+06	9.90104e+06	1.70204e+07	1.0306e+06	1.98801e+06	1.84727e+06	2.00774e+06	1.49774e+06	2.0186e+06	826074	828087	1.13684e+06	920277	4.34701e+06	2.41882e+06
Q80TF6	STAR9_MOUSE	Stard9	StAR-related lipid transfer protein 9	1	0	769520	573330	391573	517518	415794	269288	551024		41123.8	176324		281248	45870.1	198031			55490.7			78125.1
Q80TG1	KANL1_MOUSE	Kansl1	KAT8 regulatory NSL complex subunit 1	16	16	493901	206763	181479	390486	270859	330161	153196	165494	114618	98678	96461.1	113890	37211.2	68470.2	71205.6	82490.2	60226.8		90714.7	87603.2
Q80TG9	LRFN2_MOUSE	Lrfn2	Leucine-rich repeat and fibronectin type-III domain-containing protein 2	16	15	1.42747e+07	4.88398e+06	9.08093e+06	1.16447e+07	9.99089e+06	6.92261e+06	1.27071e+07	1.2761e+07	2.59093e+06	4.14057e+06	4.65759e+06	5.20579e+06	2.59141e+06	4.05809e+06	1.6428e+06	1.95206e+06	2.85974e+06	2.10855e+06	3.78263e+06	3.7431e+06
Q80TH2	ERBIN_MOUSE	Erbin	Erbin	47	47	1.68131e+07	1.06108e+07	9.89576e+06	9.7651e+06	1.00643e+07	7.68025e+06	1.26957e+07	1.62738e+07	2.84704e+06	4.38454e+06	4.46019e+06	5.72784e+06	3.2228e+06	6.3874e+06	2.51292e+06	1.60152e+06	2.20859e+06	2.88558e+06	3.12565e+06	4.26378e+06
Q80TI0	ASTRB_MOUSE	Gramd1b	Protein Aster-B	17	17	4.79798e+06	2.57172e+06	2.47108e+06	3.15362e+06	2.38048e+06	2.28925e+06	2.85578e+06	5.32306e+06	704834	910087	943407	1.42209e+06	777200	1.4576e+06	571131	592991	752551	691344	1.39594e+06	1.24506e+06
Q80TI1	PKHH1_MOUSE	Plekhh1	Pleckstrin homology domain-containing family H member 1	5	5	98012.3	59041	94645.8	175602	22678	45681.5	107947	213393	32813.9		31884.6	31142.2	31986	72704.4				26693.9		58628.5
Q80TJ1	CAPS1_MOUSE	Cadps	Calcium-dependent secretion activator 1	75	62	4.71996e+08	2.24361e+08	1.24799e+08	2.30493e+08	1.15155e+08	1.27085e+08	1.87446e+08	2.19203e+08	4.25707e+07	6.18499e+07	4.88876e+07	6.88732e+07	4.14329e+07	7.0808e+07	2.5573e+07	1.68658e+07	1.63182e+07	2.71452e+07	3.14539e+07	5.68245e+07
Q80TJ7	PHF8_MOUSE	Phf8	Histone lysine demethylase PHF8	8	8	2.63035e+06	1.50599e+06	2.02551e+06	2.39607e+06	2.06319e+06	2.35279e+06	2.32971e+06	2.61472e+06	442162	854462	616590	826344	580571	686845	413449	410774	566204		807905	562511
Q80TK0	K1107_MOUSE	Kiaa1107	AP2-interacting clathrin-endocytosis protein	74	74	1.72542e+08	9.51347e+07	1.13044e+08	1.21904e+08	1.20361e+08	1.166e+08	1.29726e+08	1.77725e+08	2.53317e+07	3.04336e+07	3.89398e+07	4.59263e+07	2.23765e+07	3.30528e+07	2.22666e+07	1.96416e+07	2.60308e+07	2.65024e+07	4.19096e+07	4.41477e+07
Q80TL0	PPM1E_MOUSE	Ppm1e	Protein phosphatase 1E	19	19	8.74379e+07	4.29233e+07	1.52991e+07	3.34315e+07	1.71252e+07	1.98488e+07	2.38493e+07	3.78425e+07	7.23837e+06	1.3186e+07	9.04801e+06	1.23405e+07	5.07607e+06	1.28704e+07	5.35546e+06	1.96004e+06	2.22615e+06	2.76001e+06	7.01582e+06	6.42114e+06
Q80TL1	ADCY2_MOUSE	Adcy2	Adenylate cyclase type 2	22	22	1.52136e+07	7.83563e+06	3.6186e+06	9.36989e+06	5.64966e+06	5.10304e+06	6.60856e+06	5.4064e+06	1.00984e+06	1.53932e+06	1.58802e+06	2.58605e+06	1.38066e+06	2.3718e+06	507249	1.02125e+06	853049	1.05978e+06	1.19447e+06	1.33677e+06
Q80TL4	PHF24_MOUSE	Phf24	PHD finger protein 24	31	31	4.88465e+08	3.2747e+08	2.95685e+08	4.06177e+08	3.27239e+08	2.42202e+08	4.30043e+08	3.66213e+08	8.58208e+07	1.38871e+08	1.32658e+08	2.11009e+08	9.17578e+07	1.31192e+08	7.35101e+07	5.69553e+07	7.64266e+07	9.87396e+07	1.61395e+08	1.35132e+08
Q80TL7	MON2_MOUSE	Mon2	Protein MON2 homolog	38	38	1.56992e+07	5.10045e+06	1.50428e+06	4.90977e+06	1.86548e+06	1.69229e+06	2.89666e+06	3.16222e+06	843438	1.18981e+06	997343	1.94046e+06	845026	1.67416e+06	567348	140449	528463	362909	542384	570220
